application_id,student_id,school_id,application_date,grade,status
APP012876,STU005852,SCH073,2025-02-21 00:00:00,Grade 6,Applied
APP012877,STU010689,SCH022,2024-12-19 00:00:00,Grade 7,Accepted
APP012878,STU017426,SCH095,2023-01-18 00:00:00,Grade 7,Accepted
APP012879,STU010250,SCH091,2023-11-29 00:00:00,Grade 11,Applied
APP012880,STU011344,SCH094,2021-08-13 00:00:00,Grade 11,Applied
APP012881,STU008413,SCH034,2023-09-07 00:00:00,Grade 10,Under Review
APP012882,STU021298,SCH079,2024-11-11 00:00:00,Grade 9,Accepted
APP012883,STU015367,SCH010,2024-12-25 00:00:00,Grade 6,Accepted
APP012884,STU012228,SCH099,2022-04-16 00:00:00,Grade 6,Under Review
APP012885,STU024004,SCH097,2025-10-20 00:00:00,Grade 9,Applied
APP012886,STU012764,SCH035,2024-03-30 00:00:00,Grade 11,Applied
APP012887,STU022486,SCH021,2021-10-02 00:00:00,Grade 7,Applied
APP012888,STU003257,SCH018,2022-12-06 00:00:00,Grade 8,Accepted
APP012889,STU010092,SCH009,2024-06-15 00:00:00,Grade 11,Applied
APP012890,STU022661,SCH076,2025-10-06 00:00:00,Grade 9,Under Review
APP012891,STU015421,SCH034,2024-12-06 00:00:00,Grade 8,Accepted
APP012892,STU013225,SCH088,2024-09-29 00:00:00,Grade 9,Rejected
APP012893,STU018158,SCH056,2024-05-11 00:00:00,Grade 8,Applied
APP012894,STU020804,SCH046,2026-08-19 00:00:00,Grade 7,Applied
APP012895,STU007372,SCH085,2024-05-21 00:00:00,Grade 10,Applied
APP012896,STU009662,SCH027,2021-02-06 00:00:00,Grade 11,Applied
APP012897,STU001509,SCH035,2022-05-15 00:00:00,Grade 11,Applied
APP012898,STU008407,SCH083,2025-08-21 00:00:00,Grade 8,Accepted
APP012899,STU020618,SCH044,2024-10-19 00:00:00,Grade 8,Under Review
APP012900,STU003114,SCH014,2025-12-10 00:00:00,Grade 9,Applied
APP012901,STU007631,SCH027,2025-02-17 00:00:00,Grade 11,Applied
APP012902,STU007512,SCH049,2023-08-18 00:00:00,Grade 7,Applied
APP012903,STU007209,SCH008,2024-08-28 00:00:00,Grade 7,Applied
APP012904,STU010553,SCH016,2022-04-17 00:00:00,Grade 11,Accepted
APP012905,STU008935,SCH088,2023-04-29 00:00:00,Grade 6,Rejected
APP012906,STU007542,SCH084,2023-06-16 00:00:00,Grade 7,Under Review
APP012907,STU011596,SCH075,2021-12-19 00:00:00,Grade 8,Applied
APP012908,STU008873,SCH015,2023-04-24 00:00:00,Grade 11,Accepted
APP012909,STU021905,SCH016,2023-11-16 00:00:00,Grade 11,Rejected
APP012910,STU015883,SCH021,2025-11-27 00:00:00,Grade 11,Rejected
APP012911,STU014050,SCH005,2022-02-17 00:00:00,Grade 11,Accepted
APP012912,STU024404,SCH055,2023-08-21 00:00:00,Grade 7,Applied
APP012913,STU021609,SCH015,2026-02-23 00:00:00,Grade 11,Accepted
APP012914,STU008203,SCH086,2024-08-19 00:00:00,Grade 9,Applied
APP012915,STU013982,SCH082,2023-05-03 00:00:00,Grade 10,Under Review
APP012916,STU014200,SCH091,2025-05-07 00:00:00,Grade 7,Applied
APP012917,STU009764,SCH037,2026-03-10 00:00:00,Grade 7,Applied
APP012918,STU003624,SCH078,2022-05-28 00:00:00,Grade 9,Applied
APP012919,STU024563,SCH071,2024-05-20 00:00:00,Grade 11,Accepted
APP012920,STU019058,SCH022,2024-07-28 00:00:00,Grade 7,Under Review
APP012921,STU020660,SCH044,2025-08-12 00:00:00,Grade 11,Accepted
APP012922,STU018233,SCH082,2026-02-21 00:00:00,Grade 10,Applied
APP012923,STU012104,SCH056,2025-08-07 00:00:00,Grade 8,Under Review
APP012924,STU020234,SCH086,2024-06-20 00:00:00,Grade 7,Applied
APP012925,STU021575,SCH076,2024-03-18 00:00:00,Grade 7,Applied
APP012926,STU011944,SCH007,2024-02-19 00:00:00,Grade 7,Rejected
APP012927,STU014460,SCH053,2025-06-25 00:00:00,Grade 7,Applied
APP012928,STU009160,SCH078,2022-11-04 00:00:00,Grade 6,Applied
APP012929,STU016959,SCH032,2025-08-15 00:00:00,Grade 7,Accepted
APP012930,STU015967,SCH057,2024-11-18 00:00:00,Grade 7,Applied
APP012931,STU004448,SCH076,2025-10-25 00:00:00,Grade 9,Applied
APP012932,STU020771,SCH042,2021-05-13 00:00:00,Grade 11,Applied
APP012933,STU002955,SCH090,2026-02-07 00:00:00,Grade 9,Accepted
APP012934,STU015251,SCH005,2023-02-26 00:00:00,Grade 11,Accepted
APP012935,STU002816,SCH045,2024-07-26 00:00:00,Grade 7,Accepted
APP012936,STU008198,SCH002,2021-07-16 00:00:00,Grade 10,Applied
APP012937,STU000050,SCH076,2022-11-23 00:00:00,Grade 7,Accepted
APP012938,STU011414,SCH040,2022-12-21 00:00:00,Grade 9,Under Review
APP012939,STU006665,SCH098,2025-12-05 00:00:00,Grade 7,Accepted
APP012940,STU024805,SCH036,2025-10-12 00:00:00,Grade 11,Accepted
APP012941,STU018137,SCH018,2023-12-26 00:00:00,Grade 10,Under Review
APP012942,STU003006,SCH094,2022-06-18 00:00:00,Grade 9,Under Review
APP012943,STU020928,SCH005,2022-12-22 00:00:00,Grade 9,Applied
APP012944,STU024409,SCH067,2024-03-11 00:00:00,Grade 7,Accepted
APP012945,STU024344,SCH070,2022-09-12 00:00:00,Grade 11,Under Review
APP012946,STU022849,SCH011,2022-10-28 00:00:00,Grade 6,Under Review
APP012947,STU010103,SCH070,2023-04-30 00:00:00,Grade 7,Applied
APP012948,STU004246,SCH012,2025-05-21 00:00:00,Grade 6,Accepted
APP012949,STU013365,SCH009,2023-10-10 00:00:00,Grade 7,Applied
APP012950,STU005522,SCH057,2023-10-03 00:00:00,Grade 7,Rejected
APP012951,STU004299,SCH003,2022-02-24 00:00:00,Grade 7,Rejected
APP012952,STU008594,SCH076,2024-01-29 00:00:00,Grade 6,Rejected
APP012953,STU013224,SCH056,2022-09-24 00:00:00,Grade 7,Applied
APP012954,STU016981,SCH056,2022-06-27 00:00:00,Grade 7,Applied
APP012955,STU022281,SCH057,2026-06-21 00:00:00,Grade 11,Accepted
APP012956,STU009833,SCH059,2025-06-17 00:00:00,Grade 9,Accepted
APP012957,STU017705,SCH098,2023-05-25 00:00:00,Grade 8,Accepted
APP012958,STU022852,SCH024,2025-07-09 00:00:00,Grade 10,Accepted
APP012959,STU012539,SCH065,2023-11-21 00:00:00,Grade 7,Applied
APP012960,STU013056,SCH059,2021-06-06 00:00:00,Grade 11,Applied
APP012961,STU014735,SCH054,2025-04-20 00:00:00,Grade 10,Under Review
APP012962,STU021637,SCH043,2023-06-28 00:00:00,Grade 8,Accepted
APP012963,STU006661,SCH099,2023-02-25 00:00:00,Grade 9,Accepted
APP012964,STU017805,SCH054,2025-12-30 00:00:00,Grade 8,Applied
APP012965,STU012417,SCH081,2023-08-28 00:00:00,Grade 8,Accepted
APP012966,STU001226,SCH093,2021-11-10 00:00:00,Grade 11,Applied
APP012967,STU013752,SCH082,2023-02-08 00:00:00,Grade 6,Accepted
APP012968,STU012816,SCH085,2022-04-22 00:00:00,Grade 9,Applied
APP012969,STU016475,SCH090,2021-10-06 00:00:00,Grade 11,Applied
APP012970,STU001527,SCH036,2026-03-09 00:00:00,Grade 8,Accepted
APP012971,STU001398,SCH003,2022-02-19 00:00:00,Grade 10,Applied
APP012972,STU004082,SCH019,2026-03-14 00:00:00,Grade 6,Accepted
APP012973,STU008536,SCH002,2021-09-24 00:00:00,Grade 6,Rejected
APP012974,STU016354,SCH010,2022-09-06 00:00:00,Grade 6,Applied
APP012975,STU004905,SCH021,2021-11-11 00:00:00,Grade 8,Accepted
APP012976,STU022151,SCH031,2024-12-26 00:00:00,Grade 11,Applied
APP012977,STU005643,SCH085,2021-03-06 00:00:00,Grade 10,Under Review
APP012978,STU009378,SCH084,2025-09-07 00:00:00,Grade 10,Applied
APP012979,STU024492,SCH008,2025-11-11 00:00:00,Grade 10,Applied
APP012980,STU005314,SCH064,2023-01-17 00:00:00,Grade 6,Under Review
APP012981,STU019458,SCH054,2022-05-27 00:00:00,Grade 11,Accepted
APP012982,STU003415,SCH095,2024-06-09 00:00:00,Grade 6,Under Review
APP012983,STU010625,SCH092,2026-08-02 00:00:00,Grade 6,Applied
APP012984,STU024599,SCH041,2026-07-19 00:00:00,Grade 11,Rejected
APP012985,STU017085,SCH070,2024-07-28 00:00:00,Grade 7,Accepted
APP012986,STU004976,SCH032,2021-04-08 00:00:00,Grade 7,Under Review
APP012987,STU009967,SCH049,2021-02-19 00:00:00,Grade 8,Accepted
APP012988,STU011457,SCH014,2024-10-20 00:00:00,Grade 6,Accepted
APP012989,STU005312,SCH097,2026-03-31 00:00:00,Grade 6,Accepted
APP012990,STU009014,SCH067,2026-08-15 00:00:00,Grade 6,Under Review
APP012991,STU019291,SCH053,2021-10-06 00:00:00,Grade 11,Applied
APP012992,STU000414,SCH022,2024-07-18 00:00:00,Grade 11,Rejected
APP012993,STU008904,SCH011,2025-03-26 00:00:00,Grade 10,Accepted
APP012994,STU001613,SCH055,2025-05-29 00:00:00,Grade 7,Accepted
APP012995,STU003749,SCH079,2022-05-26 00:00:00,Grade 9,Applied
APP012996,STU023716,SCH033,2023-12-13 00:00:00,Grade 8,Applied
APP012997,STU004095,SCH009,2022-01-06 00:00:00,Grade 9,Rejected
APP012998,STU002921,SCH072,2024-11-24 00:00:00,Grade 6,Accepted
APP012999,STU007639,SCH099,2022-01-30 00:00:00,Grade 11,Applied
APP013000,STU019395,SCH079,2024-05-18 00:00:00,Grade 10,Applied
APP013001,STU014863,SCH089,2022-06-21 00:00:00,Grade 11,Applied
APP013002,STU017947,SCH077,2022-08-08 00:00:00,Grade 6,Applied
APP013003,STU021637,SCH042,2022-09-22 00:00:00,Grade 10,Applied
APP013004,STU011723,SCH092,2022-11-21 00:00:00,Grade 8,Accepted
APP013005,STU010989,SCH036,2023-10-23 00:00:00,Grade 11,Applied
APP013006,STU006318,SCH079,2025-01-10 00:00:00,Grade 10,Accepted
APP013007,STU011510,SCH021,2024-03-11 00:00:00,Grade 7,Applied
APP013008,STU022337,SCH009,2023-01-16 00:00:00,Grade 11,Under Review
APP013009,STU021049,SCH051,2024-04-12 00:00:00,Grade 8,Under Review
APP013010,STU010276,SCH079,2023-08-30 00:00:00,Grade 6,Under Review
APP013011,STU021071,SCH060,2022-04-06 00:00:00,Grade 8,Under Review
APP013012,STU022888,SCH087,2026-04-12 00:00:00,Grade 6,Applied
APP013013,STU019659,SCH040,2025-02-15 00:00:00,Grade 11,Applied
APP013014,STU005983,SCH078,2023-09-01 00:00:00,Grade 7,Applied
APP013015,STU024148,SCH062,2022-12-20 00:00:00,Grade 10,Under Review
APP013016,STU004254,SCH045,2023-10-04 00:00:00,Grade 6,Accepted
APP013017,STU018075,SCH091,2022-08-06 00:00:00,Grade 10,Accepted
APP013018,STU015491,SCH094,2022-12-27 00:00:00,Grade 10,Rejected
APP013019,STU000616,SCH085,2024-08-26 00:00:00,Grade 8,Under Review
APP013020,STU002474,SCH031,2022-09-25 00:00:00,Grade 8,Accepted
APP013021,STU013638,SCH100,2023-12-05 00:00:00,Grade 8,Accepted
APP013022,STU010257,SCH010,2022-08-28 00:00:00,Grade 6,Applied
APP013023,STU009427,SCH087,2026-08-14 00:00:00,Grade 9,Applied
APP013024,STU002152,SCH007,2023-12-14 00:00:00,Grade 10,Applied
APP013025,STU007270,SCH041,2021-04-02 00:00:00,Grade 8,Accepted
APP013026,STU017253,SCH090,2023-06-07 00:00:00,Grade 11,Applied
APP013027,STU020867,SCH073,2022-04-25 00:00:00,Grade 9,Accepted
APP013028,STU007199,SCH003,2025-10-05 00:00:00,Grade 11,Rejected
APP013029,STU015155,SCH034,2026-02-20 00:00:00,Grade 6,Applied
APP013030,STU012776,SCH031,2025-12-08 00:00:00,Grade 11,Accepted
APP013031,STU019479,SCH078,2022-04-08 00:00:00,Grade 10,Accepted
APP013032,STU000069,SCH015,2023-02-23 00:00:00,Grade 8,Accepted
APP013033,STU014386,SCH014,2023-10-09 00:00:00,Grade 8,Accepted
APP013034,STU021958,SCH062,2025-08-23 00:00:00,Grade 10,Under Review
APP013035,STU013904,SCH075,2023-11-11 00:00:00,Grade 8,Under Review
APP013036,STU003046,SCH015,2025-01-01 00:00:00,Grade 8,Applied
APP013037,STU022847,SCH049,2023-03-16 00:00:00,Grade 9,Applied
APP013038,STU010502,SCH062,2026-03-24 00:00:00,Grade 10,Applied
APP013039,STU008570,SCH030,2025-04-25 00:00:00,Grade 6,Applied
APP013040,STU018716,SCH088,2024-04-20 00:00:00,Grade 11,Accepted
APP013041,STU005297,SCH050,2021-02-04 00:00:00,Grade 11,Accepted
APP013042,STU003563,SCH052,2025-03-15 00:00:00,Grade 8,Accepted
APP013043,STU019372,SCH002,2025-01-19 00:00:00,Grade 7,Accepted
APP013044,STU016125,SCH050,2025-08-28 00:00:00,Grade 6,Applied
APP013045,STU007256,SCH021,2022-12-25 00:00:00,Grade 9,Accepted
APP013046,STU000017,SCH048,2025-09-22 00:00:00,Grade 8,Applied
APP013047,STU016654,SCH011,2024-05-28 00:00:00,Grade 7,Applied
APP013048,STU019349,SCH031,2024-07-30 00:00:00,Grade 7,Accepted
APP013049,STU023713,SCH087,2024-09-29 00:00:00,Grade 11,Rejected
APP013050,STU002143,SCH080,2021-04-17 00:00:00,Grade 10,Accepted
APP013051,STU005340,SCH084,2021-08-30 00:00:00,Grade 7,Rejected
APP013052,STU002260,SCH033,2026-01-19 00:00:00,Grade 8,Under Review
APP013053,STU024103,SCH088,2024-05-05 00:00:00,Grade 11,Under Review
APP013054,STU022934,SCH053,2022-06-15 00:00:00,Grade 6,Accepted
APP013055,STU003790,SCH001,2021-07-06 00:00:00,Grade 6,Rejected
APP013056,STU024435,SCH049,2021-03-20 00:00:00,Grade 7,Rejected
APP013057,STU018251,SCH031,2025-12-21 00:00:00,Grade 8,Applied
APP013058,STU004107,SCH067,2022-12-15 00:00:00,Grade 7,Rejected
APP013059,STU007183,SCH075,2025-09-22 00:00:00,Grade 6,Accepted
APP013060,STU004414,SCH099,2022-02-26 00:00:00,Grade 7,Under Review
APP013061,STU001573,SCH083,2026-04-05 00:00:00,Grade 9,Under Review
APP013062,STU011336,SCH005,2021-11-10 00:00:00,Grade 9,Applied
APP013063,STU001214,SCH045,2022-05-21 00:00:00,Grade 9,Applied
APP013064,STU017402,SCH033,2025-10-14 00:00:00,Grade 7,Accepted
APP013065,STU017507,SCH028,2022-06-21 00:00:00,Grade 6,Applied
APP013066,STU015958,SCH038,2025-03-10 00:00:00,Grade 11,Accepted
APP013067,STU003306,SCH006,2022-04-23 00:00:00,Grade 6,Applied
APP013068,STU015169,SCH091,2022-04-18 00:00:00,Grade 6,Under Review
APP013069,STU007899,SCH099,2025-12-27 00:00:00,Grade 8,Rejected
APP013070,STU007492,SCH035,2025-02-24 00:00:00,Grade 11,Accepted
APP013071,STU006286,SCH097,2022-05-30 00:00:00,Grade 9,Accepted
APP013072,STU014634,SCH042,2021-05-30 00:00:00,Grade 6,Under Review
APP013073,STU019729,SCH016,2021-10-03 00:00:00,Grade 7,Rejected
APP013074,STU024207,SCH050,2026-01-24 00:00:00,Grade 10,Applied
APP013075,STU017595,SCH002,2026-03-13 00:00:00,Grade 8,Applied
APP013076,STU012651,SCH006,2025-01-18 00:00:00,Grade 7,Applied
APP013077,STU020135,SCH021,2021-12-03 00:00:00,Grade 6,Applied
APP013078,STU012980,SCH005,2022-08-07 00:00:00,Grade 10,Applied
APP013079,STU004419,SCH060,2023-10-12 00:00:00,Grade 10,Applied
APP013080,STU007246,SCH047,2021-07-31 00:00:00,Grade 6,Rejected
APP013081,STU002059,SCH072,2024-02-07 00:00:00,Grade 7,Applied
APP013082,STU014682,SCH069,2023-10-18 00:00:00,Grade 6,Applied
APP013083,STU008077,SCH100,2021-12-12 00:00:00,Grade 11,Rejected
APP013084,STU011492,SCH085,2021-10-09 00:00:00,Grade 7,Rejected
APP013085,STU007475,SCH071,2023-09-10 00:00:00,Grade 9,Under Review
APP013086,STU018181,SCH054,2024-10-03 00:00:00,Grade 10,Applied
APP013087,STU016723,SCH079,2022-03-25 00:00:00,Grade 9,Rejected
APP013088,STU024435,SCH053,2025-04-16 00:00:00,Grade 11,Applied
APP013089,STU003640,SCH071,2021-12-13 00:00:00,Grade 11,Applied
APP013090,STU010141,SCH054,2025-02-17 00:00:00,Grade 8,Accepted
APP013091,STU001682,SCH070,2022-02-07 00:00:00,Grade 6,Applied
APP013092,STU002046,SCH035,2024-11-10 00:00:00,Grade 7,Applied
APP013093,STU005837,SCH038,2022-05-17 00:00:00,Grade 8,Under Review
APP013094,STU018660,SCH088,2023-06-21 00:00:00,Grade 10,Accepted
APP013095,STU009587,SCH033,2021-10-07 00:00:00,Grade 10,Accepted
APP013096,STU019934,SCH088,2024-03-12 00:00:00,Grade 10,Applied
APP013097,STU003430,SCH026,2021-06-18 00:00:00,Grade 10,Accepted
APP013098,STU017595,SCH094,2021-11-26 00:00:00,Grade 8,Applied
APP013099,STU006490,SCH038,2025-12-19 00:00:00,Grade 8,Under Review
APP013100,STU006317,SCH025,2023-05-28 00:00:00,Grade 8,Accepted
APP013101,STU011279,SCH070,2024-07-27 00:00:00,Grade 8,Applied
APP013102,STU018772,SCH059,2025-01-09 00:00:00,Grade 8,Accepted
APP013103,STU016725,SCH026,2026-08-01 00:00:00,Grade 6,Applied
APP013104,STU011095,SCH091,2021-04-29 00:00:00,Grade 10,Under Review
APP013105,STU012019,SCH053,2025-06-09 00:00:00,Grade 9,Applied
APP013106,STU008588,SCH009,2025-11-12 00:00:00,Grade 9,Under Review
APP013107,STU001560,SCH035,2025-05-30 00:00:00,Grade 6,Accepted
APP013108,STU018562,SCH074,2023-07-08 00:00:00,Grade 7,Accepted
APP013109,STU009035,SCH064,2026-03-26 00:00:00,Grade 10,Accepted
APP013110,STU021670,SCH020,2024-12-31 00:00:00,Grade 9,Accepted
APP013111,STU017960,SCH078,2022-10-26 00:00:00,Grade 10,Under Review
APP013112,STU008547,SCH042,2023-11-12 00:00:00,Grade 8,Accepted
APP013113,STU017586,SCH086,2024-12-17 00:00:00,Grade 7,Under Review
APP013114,STU021411,SCH012,2022-03-30 00:00:00,Grade 8,Applied
APP013115,STU018278,SCH003,2021-04-23 00:00:00,Grade 10,Applied
APP013116,STU010152,SCH093,2023-12-17 00:00:00,Grade 7,Under Review
APP013117,STU024088,SCH017,2022-08-26 00:00:00,Grade 9,Rejected
APP013118,STU014821,SCH095,2022-02-28 00:00:00,Grade 8,Accepted
APP013119,STU019589,SCH070,2024-03-17 00:00:00,Grade 6,Under Review
APP013120,STU020674,SCH065,2022-11-15 00:00:00,Grade 6,Accepted
APP013121,STU017348,SCH035,2022-07-16 00:00:00,Grade 6,Applied
APP013122,STU004380,SCH001,2022-10-25 00:00:00,Grade 8,Applied
APP013123,STU000604,SCH042,2024-01-06 00:00:00,Grade 10,Rejected
APP013124,STU005042,SCH085,2022-05-29 00:00:00,Grade 8,Under Review
APP013125,STU013328,SCH090,2024-01-30 00:00:00,Grade 8,Accepted
APP013126,STU004050,SCH084,2022-11-18 00:00:00,Grade 6,Accepted
APP013127,STU005587,SCH056,2025-10-25 00:00:00,Grade 9,Rejected
APP013128,STU020534,SCH077,2024-09-07 00:00:00,Grade 7,Applied
APP013129,STU011400,SCH059,2025-04-26 00:00:00,Grade 7,Accepted
APP013130,STU007806,SCH037,2022-10-25 00:00:00,Grade 7,Accepted
APP013131,STU013172,SCH022,2024-09-04 00:00:00,Grade 9,Rejected
APP013132,STU006800,SCH081,2021-06-05 00:00:00,Grade 7,Applied
APP013133,STU019255,SCH038,2025-05-23 00:00:00,Grade 8,Accepted
APP013134,STU005357,SCH075,2024-03-31 00:00:00,Grade 6,Applied
APP013135,STU021393,SCH043,2023-07-06 00:00:00,Grade 10,Applied
APP013136,STU014481,SCH075,2024-09-09 00:00:00,Grade 6,Applied
APP013137,STU014109,SCH062,2025-03-11 00:00:00,Grade 8,Accepted
APP013138,STU000492,SCH096,2024-01-20 00:00:00,Grade 9,Rejected
APP013139,STU002533,SCH041,2026-05-28 00:00:00,Grade 11,Under Review
APP013140,STU012992,SCH098,2021-06-08 00:00:00,Grade 8,Accepted
APP013141,STU000978,SCH026,2025-08-25 00:00:00,Grade 11,Accepted
APP013142,STU011663,SCH042,2025-08-27 00:00:00,Grade 7,Rejected
APP013143,STU011644,SCH057,2025-06-15 00:00:00,Grade 8,Accepted
APP013144,STU014298,SCH079,2021-04-08 00:00:00,Grade 8,Accepted
APP013145,STU000015,SCH067,2026-06-08 00:00:00,Grade 7,Applied
APP013146,STU020228,SCH057,2025-06-07 00:00:00,Grade 10,Applied
APP013147,STU018097,SCH009,2022-05-02 00:00:00,Grade 11,Under Review
APP013148,STU012411,SCH003,2021-10-03 00:00:00,Grade 9,Under Review
APP013149,STU024087,SCH020,2024-09-22 00:00:00,Grade 10,Applied
APP013150,STU007358,SCH049,2022-10-20 00:00:00,Grade 7,Applied
APP013151,STU005225,SCH053,2023-06-25 00:00:00,Grade 6,Accepted
APP013152,STU004014,SCH063,2026-02-23 00:00:00,Grade 10,Under Review
APP013153,STU019786,SCH093,2021-05-16 00:00:00,Grade 11,Applied
APP013154,STU007169,SCH089,2025-12-08 00:00:00,Grade 6,Applied
APP013155,STU007409,SCH007,2021-08-10 00:00:00,Grade 10,Applied
APP013156,STU002227,SCH017,2021-10-20 00:00:00,Grade 9,Rejected
APP013157,STU012722,SCH086,2022-08-08 00:00:00,Grade 6,Under Review
APP013158,STU021182,SCH093,2021-02-11 00:00:00,Grade 6,Applied
APP013159,STU016718,SCH053,2026-03-29 00:00:00,Grade 8,Accepted
APP013160,STU021094,SCH093,2026-07-25 00:00:00,Grade 9,Accepted
APP013161,STU015261,SCH081,2022-11-07 00:00:00,Grade 7,Applied
APP013162,STU001796,SCH073,2021-05-05 00:00:00,Grade 10,Under Review
APP013163,STU001519,SCH053,2024-02-29 00:00:00,Grade 8,Under Review
APP013164,STU007284,SCH051,2023-07-25 00:00:00,Grade 7,Accepted
APP013165,STU020401,SCH099,2022-08-17 00:00:00,Grade 11,Applied
APP013166,STU003907,SCH070,2024-12-29 00:00:00,Grade 10,Applied
APP013167,STU013866,SCH060,2025-01-01 00:00:00,Grade 7,Accepted
APP013168,STU002886,SCH092,2023-08-05 00:00:00,Grade 7,Under Review
APP013169,STU004222,SCH049,2026-06-01 00:00:00,Grade 8,Accepted
APP013170,STU022630,SCH076,2025-12-06 00:00:00,Grade 9,Applied
APP013171,STU013719,SCH052,2025-05-05 00:00:00,Grade 8,Accepted
APP013172,STU023730,SCH071,2025-05-10 00:00:00,Grade 6,Applied
APP013173,STU011405,SCH009,2022-10-13 00:00:00,Grade 8,Applied
APP013174,STU000094,SCH032,2024-11-05 00:00:00,Grade 6,Accepted
APP013175,STU016025,SCH033,2023-05-05 00:00:00,Grade 10,Under Review
APP013176,STU009647,SCH006,2026-02-24 00:00:00,Grade 7,Applied
APP013177,STU021738,SCH073,2023-06-19 00:00:00,Grade 10,Accepted
APP013178,STU016513,SCH022,2024-01-07 00:00:00,Grade 11,Applied
APP013179,STU017861,SCH050,2021-03-24 00:00:00,Grade 6,Rejected
APP013180,STU014635,SCH032,2025-11-24 00:00:00,Grade 7,Under Review
APP013181,STU004112,SCH056,2025-11-02 00:00:00,Grade 9,Applied
APP013182,STU004623,SCH035,2026-06-05 00:00:00,Grade 6,Applied
APP013183,STU012025,SCH096,2024-05-19 00:00:00,Grade 7,Accepted
APP013184,STU016822,SCH087,2025-09-11 00:00:00,Grade 10,Applied
APP013185,STU002961,SCH025,2023-03-18 00:00:00,Grade 8,Accepted
APP013186,STU016660,SCH099,2021-07-07 00:00:00,Grade 8,Applied
APP013187,STU023599,SCH050,2022-10-17 00:00:00,Grade 8,Accepted
APP013188,STU015059,SCH017,2021-05-14 00:00:00,Grade 11,Applied
APP013189,STU012873,SCH043,2021-04-20 00:00:00,Grade 6,Applied
APP013190,STU015150,SCH068,2022-01-11 00:00:00,Grade 7,Accepted
APP013191,STU003425,SCH058,2026-02-05 00:00:00,Grade 10,Under Review
APP013192,STU000980,SCH012,2021-12-28 00:00:00,Grade 11,Applied
APP013193,STU014935,SCH070,2023-08-30 00:00:00,Grade 9,Accepted
APP013194,STU007030,SCH048,2025-03-07 00:00:00,Grade 9,Applied
APP013195,STU015738,SCH014,2025-10-11 00:00:00,Grade 11,Applied
APP013196,STU007879,SCH026,2021-01-21 00:00:00,Grade 11,Under Review
APP013197,STU009057,SCH034,2023-09-05 00:00:00,Grade 7,Accepted
APP013198,STU021574,SCH075,2025-05-09 00:00:00,Grade 8,Accepted
APP013199,STU005402,SCH070,2025-03-02 00:00:00,Grade 6,Applied
APP013200,STU002416,SCH048,2024-10-28 00:00:00,Grade 6,Applied
APP013201,STU005275,SCH020,2025-07-10 00:00:00,Grade 6,Accepted
APP013202,STU020319,SCH023,2024-10-19 00:00:00,Grade 9,Applied
APP013203,STU006993,SCH095,2021-01-28 00:00:00,Grade 8,Accepted
APP013204,STU013637,SCH033,2023-11-08 00:00:00,Grade 8,Under Review
APP013205,STU020543,SCH053,2023-09-15 00:00:00,Grade 10,Under Review
APP013206,STU016080,SCH040,2021-10-25 00:00:00,Grade 10,Applied
APP013207,STU013946,SCH097,2024-09-12 00:00:00,Grade 8,Applied
APP013208,STU000172,SCH088,2022-11-06 00:00:00,Grade 10,Applied
APP013209,STU004250,SCH017,2023-12-29 00:00:00,Grade 7,Accepted
APP013210,STU003734,SCH029,2021-02-02 00:00:00,Grade 10,Under Review
APP013211,STU015949,SCH058,2024-10-09 00:00:00,Grade 6,Applied
APP013212,STU013504,SCH096,2023-11-05 00:00:00,Grade 7,Rejected
APP013213,STU015515,SCH042,2021-10-12 00:00:00,Grade 10,Applied
APP013214,STU013320,SCH051,2023-04-04 00:00:00,Grade 8,Applied
APP013215,STU017475,SCH095,2024-12-27 00:00:00,Grade 7,Under Review
APP013216,STU020342,SCH005,2023-02-25 00:00:00,Grade 9,Accepted
APP013217,STU004012,SCH075,2023-09-06 00:00:00,Grade 6,Rejected
APP013218,STU021596,SCH078,2024-10-12 00:00:00,Grade 7,Applied
APP013219,STU017663,SCH077,2022-08-16 00:00:00,Grade 10,Accepted
APP013220,STU001325,SCH081,2021-10-10 00:00:00,Grade 10,Applied
APP013221,STU011518,SCH075,2023-09-10 00:00:00,Grade 11,Accepted
APP013222,STU008313,SCH020,2023-11-30 00:00:00,Grade 6,Accepted
APP013223,STU015055,SCH044,2021-05-08 00:00:00,Grade 11,Accepted
APP013224,STU019361,SCH029,2022-06-16 00:00:00,Grade 11,Applied
APP013225,STU016686,SCH036,2025-09-16 00:00:00,Grade 11,Accepted
APP013226,STU003442,SCH086,2021-06-28 00:00:00,Grade 6,Applied
APP013227,STU004410,SCH058,2025-07-06 00:00:00,Grade 7,Under Review
APP013228,STU003184,SCH059,2022-06-10 00:00:00,Grade 8,Rejected
APP013229,STU012427,SCH013,2026-05-21 00:00:00,Grade 7,Applied
APP013230,STU000888,SCH076,2026-05-08 00:00:00,Grade 11,Applied
APP013231,STU020041,SCH024,2022-03-08 00:00:00,Grade 8,Accepted
APP013232,STU009348,SCH085,2023-12-30 00:00:00,Grade 11,Applied
APP013233,STU004321,SCH094,2024-07-14 00:00:00,Grade 11,Applied
APP013234,STU018253,SCH006,2021-10-01 00:00:00,Grade 10,Applied
APP013235,STU006940,SCH012,2026-04-23 00:00:00,Grade 11,Applied
APP013236,STU001065,SCH097,2025-06-08 00:00:00,Grade 7,Applied
APP013237,STU013088,SCH009,2021-05-21 00:00:00,Grade 10,Accepted
