enrollment_id,student_id,school_id,enrolled_at,status,fee_amount
ENR003436,STU023951,SCH034,2021-09-26 00:00:00,Enrolled,207949
ENR003437,STU006664,SCH049,2026-04-06 00:00:00,Enrolled,54521
ENR003438,STU014152,SCH062,2025-06-05 00:00:00,Enrolled,75091
ENR003439,STU011961,SCH063,2026-05-01 00:00:00,Enrolled,173164
ENR003440,STU004301,SCH008,2025-01-15 00:00:00,Enrolled,76690
ENR003441,STU004020,SCH085,2026-08-19 00:00:00,Enrolled,218991
ENR003442,STU008822,SCH001,2022-10-17 00:00:00,Enrolled,179100
ENR003443,STU006840,SCH039,2021-12-15 00:00:00,Withdrawn,203889
ENR003444,STU005630,SCH057,2021-04-25 00:00:00,Enrolled,72245
ENR003445,STU013605,SCH051,2022-06-12 00:00:00,Enrolled,84717
ENR003446,STU021245,SCH056,2023-12-13 00:00:00,Enrolled,232908
ENR003447,STU013563,SCH052,2025-03-20 00:00:00,Enrolled,157345
ENR003448,STU009046,SCH017,2021-05-18 00:00:00,Enrolled,51254
ENR003449,STU024381,SCH060,2021-02-14 00:00:00,Enrolled,190230
ENR003450,STU001504,SCH031,2024-10-18 00:00:00,Enrolled,135165
ENR003451,STU004221,SCH018,2025-12-12 00:00:00,Enrolled,248291
ENR003452,STU005843,SCH066,2025-07-26 00:00:00,Enrolled,166502
ENR003453,STU010933,SCH057,2024-01-21 00:00:00,Enrolled,67001
ENR003454,STU024682,SCH004,2026-02-05 00:00:00,Withdrawn,177329
ENR003455,STU010985,SCH063,2022-06-09 00:00:00,Enrolled,50740
ENR003456,STU008033,SCH025,2021-05-11 00:00:00,Enrolled,183293
ENR003457,STU009090,SCH010,2023-02-24 00:00:00,Enrolled,134153
ENR003458,STU016849,SCH056,2022-09-02 00:00:00,Enrolled,129021
ENR003459,STU014362,SCH020,2021-09-05 00:00:00,Enrolled,240709
ENR003460,STU019656,SCH007,2022-12-05 00:00:00,Enrolled,68148
ENR003461,STU011532,SCH062,2024-08-14 00:00:00,Enrolled,61898
ENR003462,STU013597,SCH085,2024-11-09 00:00:00,Enrolled,145681
ENR003463,STU004134,SCH093,2021-07-05 00:00:00,Enrolled,119368
ENR003464,STU006667,SCH088,2021-10-04 00:00:00,Enrolled,194223
ENR003465,STU021314,SCH078,2023-07-16 00:00:00,Enrolled,174371
ENR003466,STU004363,SCH018,2021-12-07 00:00:00,Enrolled,200601
ENR003467,STU009453,SCH072,2022-05-01 00:00:00,Enrolled,228372
ENR003468,STU013290,SCH016,2023-02-13 00:00:00,Enrolled,146668
ENR003469,STU020163,SCH009,2023-06-01 00:00:00,Enrolled,169905
ENR003470,STU024919,SCH080,2022-01-15 00:00:00,Enrolled,74591
ENR003471,STU004706,SCH071,2022-09-05 00:00:00,Withdrawn,227656
ENR003472,STU006274,SCH096,2023-05-19 00:00:00,Enrolled,116700
ENR003473,STU016433,SCH009,2022-07-06 00:00:00,Enrolled,204785
ENR003474,STU010552,SCH040,2026-08-07 00:00:00,Enrolled,154561
ENR003475,STU020683,SCH021,2025-05-23 00:00:00,Enrolled,190948
ENR003476,STU024806,SCH048,2021-03-23 00:00:00,Enrolled,172813
ENR003477,STU004420,SCH084,2025-08-20 00:00:00,Enrolled,100928
ENR003478,STU016140,SCH087,2024-12-05 00:00:00,Enrolled,114347
ENR003479,STU007365,SCH067,2022-11-04 00:00:00,Enrolled,191401
ENR003480,STU023183,SCH003,2025-03-29 00:00:00,Enrolled,235700
ENR003481,STU007014,SCH081,2021-10-15 00:00:00,Enrolled,109530
ENR003482,STU016257,SCH064,2024-04-20 00:00:00,Enrolled,150804
ENR003483,STU024362,SCH021,2025-06-27 00:00:00,Enrolled,215974
ENR003484,STU008079,SCH002,2024-05-06 00:00:00,Enrolled,147573
ENR003485,STU013396,SCH072,2025-12-12 00:00:00,Enrolled,58342
ENR003486,STU002714,SCH034,2022-12-06 00:00:00,Enrolled,56311
ENR003487,STU001613,SCH055,2025-06-08 00:00:00,Enrolled,51071
ENR003488,STU014495,SCH086,2025-12-27 00:00:00,Enrolled,152937
ENR003489,STU010884,SCH060,2026-03-15 00:00:00,Enrolled,138417
ENR003490,STU010491,SCH093,2025-07-03 00:00:00,Enrolled,164381
ENR003491,STU020869,SCH013,2024-11-02 00:00:00,Enrolled,245733
ENR003492,STU022804,SCH012,2022-04-22 00:00:00,Enrolled,214419
ENR003493,STU005288,SCH078,2026-04-20 00:00:00,Enrolled,123516
ENR003494,STU012935,SCH098,2022-06-26 00:00:00,Enrolled,144318
ENR003495,STU012869,SCH091,2024-04-06 00:00:00,Enrolled,175946
ENR003496,STU001682,SCH014,2023-10-25 00:00:00,Enrolled,163035
ENR003497,STU004881,SCH051,2025-06-18 00:00:00,Enrolled,209796
ENR003498,STU010027,SCH060,2025-08-22 00:00:00,Enrolled,47165
ENR003499,STU007728,SCH076,2021-05-08 00:00:00,Enrolled,218242
ENR003500,STU016423,SCH091,2023-12-20 00:00:00,Enrolled,222698
ENR003501,STU020384,SCH032,2024-06-18 00:00:00,Enrolled,134675
ENR003502,STU018965,SCH003,2021-05-04 00:00:00,Enrolled,94132
ENR003503,STU005200,SCH011,2023-03-07 00:00:00,Enrolled,112037
ENR003504,STU014855,SCH031,2024-07-09 00:00:00,Enrolled,204733
ENR003505,STU011606,SCH009,2021-11-09 00:00:00,Enrolled,215960
ENR003506,STU001158,SCH081,2023-02-06 00:00:00,Withdrawn,57493
ENR003507,STU006851,SCH002,2022-06-23 00:00:00,Enrolled,80504
ENR003508,STU008118,SCH064,2025-05-04 00:00:00,Enrolled,225205
ENR003509,STU014217,SCH038,2025-01-22 00:00:00,Enrolled,105683
ENR003510,STU017760,SCH059,2025-11-18 00:00:00,Enrolled,86189
ENR003511,STU009791,SCH024,2021-08-12 00:00:00,Enrolled,203773
ENR003512,STU016907,SCH056,2022-07-05 00:00:00,Enrolled,161385
ENR003513,STU009229,SCH077,2021-07-17 00:00:00,Enrolled,129478
ENR003514,STU010052,SCH006,2022-03-22 00:00:00,Enrolled,121782
ENR003515,STU014864,SCH097,2025-03-04 00:00:00,Enrolled,46099
ENR003516,STU023836,SCH086,2021-10-05 00:00:00,Enrolled,152906
ENR003517,STU006513,SCH021,2021-02-23 00:00:00,Enrolled,58879
ENR003518,STU013591,SCH042,2021-06-12 00:00:00,Enrolled,216819
ENR003519,STU005411,SCH093,2023-05-06 00:00:00,Enrolled,157292
ENR003520,STU002115,SCH052,2024-12-17 00:00:00,Enrolled,194146
ENR003521,STU024409,SCH030,2025-11-07 00:00:00,Enrolled,113153
ENR003522,STU011544,SCH026,2022-01-04 00:00:00,Withdrawn,230641
ENR003523,STU024642,SCH078,2026-03-11 00:00:00,Enrolled,73125
ENR003524,STU015991,SCH050,2024-06-14 00:00:00,Enrolled,114823
ENR003525,STU020729,SCH094,2024-07-30 00:00:00,Enrolled,157032
ENR003526,STU007392,SCH066,2022-01-04 00:00:00,Withdrawn,180416
ENR003527,STU005517,SCH039,2023-01-08 00:00:00,Enrolled,185824
ENR003528,STU007117,SCH092,2022-01-04 00:00:00,Enrolled,195797
ENR003529,STU014546,SCH044,2024-12-19 00:00:00,Enrolled,62382
ENR003530,STU009125,SCH015,2025-03-17 00:00:00,Enrolled,148424
ENR003531,STU004199,SCH028,2022-09-16 00:00:00,Enrolled,207083
ENR003532,STU023709,SCH054,2022-05-02 00:00:00,Withdrawn,145752
ENR003533,STU004698,SCH004,2026-08-20 00:00:00,Enrolled,221273
ENR003534,STU020058,SCH006,2023-05-26 00:00:00,Enrolled,50546
ENR003535,STU003274,SCH018,2024-03-06 00:00:00,Enrolled,177487
ENR003536,STU019950,SCH049,2025-11-04 00:00:00,Enrolled,45796
ENR003537,STU007879,SCH036,2024-02-21 00:00:00,Enrolled,248104
ENR003538,STU004145,SCH078,2025-06-05 00:00:00,Enrolled,242148
ENR003539,STU008393,SCH043,2025-06-30 00:00:00,Enrolled,209759
ENR003540,STU000390,SCH069,2025-11-27 00:00:00,Enrolled,64931
ENR003541,STU008113,SCH022,2023-02-22 00:00:00,Enrolled,93860
ENR003542,STU012118,SCH008,2025-03-11 00:00:00,Enrolled,111381
ENR003543,STU006398,SCH074,2024-09-29 00:00:00,Enrolled,222646
ENR003544,STU007516,SCH024,2025-05-17 00:00:00,Enrolled,129566
ENR003545,STU000073,SCH059,2023-05-30 00:00:00,Enrolled,183963
ENR003546,STU018129,SCH051,2026-01-23 00:00:00,Enrolled,62803
ENR003547,STU004978,SCH027,2026-02-19 00:00:00,Enrolled,197615
ENR003548,STU006323,SCH003,2023-05-19 00:00:00,Enrolled,170390
ENR003549,STU006548,SCH045,2023-12-19 00:00:00,Enrolled,140979
ENR003550,STU007404,SCH031,2024-01-04 00:00:00,Enrolled,140950
ENR003551,STU012968,SCH051,2021-10-16 00:00:00,Enrolled,67615
ENR003552,STU008512,SCH066,2026-04-25 00:00:00,Withdrawn,93178
ENR003553,STU018715,SCH055,2026-01-02 00:00:00,Withdrawn,189916
ENR003554,STU019742,SCH030,2022-07-03 00:00:00,Enrolled,168221
ENR003555,STU002898,SCH009,2025-07-14 00:00:00,Enrolled,112635
ENR003556,STU016208,SCH088,2026-03-13 00:00:00,Enrolled,139867
ENR003557,STU013077,SCH068,2021-07-23 00:00:00,Enrolled,248523
ENR003558,STU003935,SCH027,2021-06-14 00:00:00,Enrolled,181861
ENR003559,STU003637,SCH070,2021-08-21 00:00:00,Enrolled,81313
ENR003560,STU022938,SCH086,2022-07-31 00:00:00,Enrolled,127582
ENR003561,STU012716,SCH098,2024-09-27 00:00:00,Enrolled,237197
ENR003562,STU015618,SCH018,2022-05-29 00:00:00,Enrolled,181971
ENR003563,STU014870,SCH005,2025-01-06 00:00:00,Enrolled,163704
ENR003564,STU010398,SCH008,2026-09-25 00:00:00,Enrolled,245593
ENR003565,STU010269,SCH083,2024-09-14 00:00:00,Enrolled,110491
ENR003566,STU010600,SCH037,2024-05-03 00:00:00,Enrolled,117491
ENR003567,STU012250,SCH023,2021-03-20 00:00:00,Enrolled,83171
ENR003568,STU012172,SCH089,2025-04-27 00:00:00,Enrolled,134098
ENR003569,STU011015,SCH052,2026-09-19 00:00:00,Enrolled,249248
ENR003570,STU017192,SCH021,2026-06-03 00:00:00,Enrolled,55598
ENR003571,STU006196,SCH022,2025-12-05 00:00:00,Enrolled,246708
ENR003572,STU001267,SCH026,2024-04-16 00:00:00,Enrolled,220833
ENR003573,STU014886,SCH029,2023-07-12 00:00:00,Enrolled,217795
ENR003574,STU005627,SCH004,2022-01-06 00:00:00,Withdrawn,105955
ENR003575,STU001442,SCH081,2021-02-19 00:00:00,Enrolled,196958
ENR003576,STU022627,SCH099,2022-01-29 00:00:00,Enrolled,244791
ENR003577,STU019716,SCH036,2026-06-11 00:00:00,Enrolled,171006
ENR003578,STU011689,SCH040,2023-04-06 00:00:00,Enrolled,125225
ENR003579,STU002705,SCH079,2022-03-29 00:00:00,Enrolled,212123
ENR003580,STU019861,SCH036,2023-09-22 00:00:00,Enrolled,142852
ENR003581,STU009715,SCH056,2025-10-09 00:00:00,Enrolled,110748
ENR003582,STU010162,SCH041,2022-02-04 00:00:00,Enrolled,123314
ENR003583,STU013172,SCH049,2023-04-19 00:00:00,Enrolled,240780
ENR003584,STU013726,SCH002,2024-12-27 00:00:00,Enrolled,179039
ENR003585,STU011080,SCH055,2026-01-26 00:00:00,Enrolled,119133
ENR003586,STU000664,SCH080,2025-12-15 00:00:00,Enrolled,232477
ENR003587,STU000157,SCH027,2025-06-13 00:00:00,Enrolled,245155
ENR003588,STU020538,SCH038,2025-02-12 00:00:00,Enrolled,81102
ENR003589,STU017947,SCH093,2025-09-21 00:00:00,Enrolled,78843
ENR003590,STU007745,SCH007,2024-11-14 00:00:00,Withdrawn,100365
ENR003591,STU023437,SCH004,2023-06-04 00:00:00,Enrolled,221060
ENR003592,STU000355,SCH063,2025-12-07 00:00:00,Enrolled,120026
ENR003593,STU021312,SCH028,2023-02-17 00:00:00,Enrolled,161483
ENR003594,STU019605,SCH029,2025-10-04 00:00:00,Enrolled,208117
ENR003595,STU005343,SCH087,2022-06-04 00:00:00,Enrolled,114463
ENR003596,STU015924,SCH023,2024-12-31 00:00:00,Enrolled,138805
ENR003597,STU017271,SCH095,2024-02-03 00:00:00,Withdrawn,243240
ENR003598,STU013373,SCH074,2022-12-07 00:00:00,Withdrawn,50397
ENR003599,STU014138,SCH057,2023-04-04 00:00:00,Enrolled,219035
ENR003600,STU020682,SCH070,2021-06-07 00:00:00,Enrolled,45124
ENR003601,STU004082,SCH019,2026-04-07 00:00:00,Enrolled,85199
ENR003602,STU000270,SCH026,2025-09-20 00:00:00,Enrolled,201286
ENR003603,STU017717,SCH054,2025-10-28 00:00:00,Enrolled,180111
ENR003604,STU021393,SCH031,2023-02-25 00:00:00,Enrolled,195266
ENR003605,STU024269,SCH034,2024-10-14 00:00:00,Enrolled,72362
ENR003606,STU001507,SCH018,2023-08-26 00:00:00,Enrolled,96254
ENR003607,STU018744,SCH053,2023-03-26 00:00:00,Enrolled,147083
ENR003608,STU024143,SCH017,2023-09-14 00:00:00,Enrolled,202113
ENR003609,STU001864,SCH011,2024-01-16 00:00:00,Enrolled,166487
ENR003610,STU018405,SCH097,2024-08-19 00:00:00,Enrolled,220803
ENR003611,STU010512,SCH072,2021-04-02 00:00:00,Enrolled,53412
ENR003612,STU024451,SCH085,2022-02-07 00:00:00,Enrolled,54903
ENR003613,STU010865,SCH078,2024-10-15 00:00:00,Enrolled,123201
ENR003614,STU002921,SCH072,2024-12-30 00:00:00,Enrolled,204062
ENR003615,STU018014,SCH048,2021-06-23 00:00:00,Withdrawn,97031
ENR003616,STU000221,SCH059,2023-11-04 00:00:00,Enrolled,156934
ENR003617,STU020979,SCH058,2023-09-04 00:00:00,Enrolled,142204
ENR003618,STU005984,SCH012,2021-12-16 00:00:00,Enrolled,141135
ENR003619,STU017654,SCH052,2025-08-14 00:00:00,Enrolled,231206
ENR003620,STU020695,SCH089,2025-01-31 00:00:00,Enrolled,50504
ENR003621,STU015551,SCH073,2024-06-24 00:00:00,Enrolled,140994
ENR003622,STU023371,SCH014,2024-12-08 00:00:00,Enrolled,213128
ENR003623,STU018540,SCH080,2023-08-11 00:00:00,Enrolled,148352
ENR003624,STU015468,SCH029,2025-12-22 00:00:00,Enrolled,110774
ENR003625,STU009346,SCH087,2024-02-04 00:00:00,Enrolled,138886
ENR003626,STU002126,SCH100,2023-12-08 00:00:00,Enrolled,168663
ENR003627,STU009550,SCH016,2021-09-19 00:00:00,Withdrawn,59685
ENR003628,STU003099,SCH028,2025-02-23 00:00:00,Enrolled,151300
ENR003629,STU013511,SCH026,2024-07-27 00:00:00,Enrolled,132157
ENR003630,STU021069,SCH013,2025-05-22 00:00:00,Enrolled,64458
ENR003631,STU023500,SCH091,2022-07-02 00:00:00,Enrolled,231527
ENR003632,STU019102,SCH004,2025-12-17 00:00:00,Withdrawn,152661
ENR003633,STU021661,SCH069,2023-12-25 00:00:00,Enrolled,236010
ENR003634,STU007875,SCH063,2026-07-08 00:00:00,Enrolled,58650
ENR003635,STU015761,SCH037,2022-11-13 00:00:00,Enrolled,231680
ENR003636,STU016039,SCH024,2024-11-15 00:00:00,Enrolled,100606
ENR003637,STU022318,SCH055,2023-10-21 00:00:00,Enrolled,206464
ENR003638,STU022024,SCH080,2025-04-05 00:00:00,Enrolled,158559
ENR003639,STU023696,SCH089,2022-05-29 00:00:00,Enrolled,239745
ENR003640,STU024165,SCH022,2024-09-24 00:00:00,Enrolled,183316
ENR003641,STU011508,SCH089,2024-03-31 00:00:00,Enrolled,53445
ENR003642,STU010913,SCH040,2023-11-01 00:00:00,Withdrawn,202327
ENR003643,STU016699,SCH096,2021-02-23 00:00:00,Enrolled,113933
ENR003644,STU000285,SCH093,2025-10-04 00:00:00,Enrolled,96916
ENR003645,STU016178,SCH072,2023-02-19 00:00:00,Enrolled,101187
ENR003646,STU020100,SCH032,2022-12-03 00:00:00,Enrolled,173682
ENR003647,STU006714,SCH060,2021-11-25 00:00:00,Withdrawn,242228
ENR003648,STU013861,SCH040,2021-03-23 00:00:00,Enrolled,82424
ENR003649,STU006266,SCH045,2023-04-16 00:00:00,Enrolled,93579
ENR003650,STU000462,SCH100,2024-07-01 00:00:00,Enrolled,233494
ENR003651,STU011621,SCH011,2021-12-06 00:00:00,Enrolled,53614
ENR003652,STU009057,SCH034,2023-09-10 00:00:00,Enrolled,246811
ENR003653,STU016284,SCH007,2022-08-24 00:00:00,Enrolled,216571
ENR003654,STU021642,SCH027,2024-08-27 00:00:00,Enrolled,86852
ENR003655,STU003895,SCH001,2025-02-24 00:00:00,Enrolled,136999
ENR003656,STU021583,SCH094,2023-03-26 00:00:00,Enrolled,231695
ENR003657,STU019293,SCH051,2021-08-29 00:00:00,Enrolled,81577
ENR003658,STU004671,SCH054,2025-06-06 00:00:00,Enrolled,132017
ENR003659,STU015630,SCH071,2023-01-18 00:00:00,Enrolled,80068
ENR003660,STU005126,SCH037,2026-03-26 00:00:00,Enrolled,152445
ENR003661,STU024094,SCH075,2022-08-14 00:00:00,Enrolled,200614
ENR003662,STU017061,SCH091,2022-09-15 00:00:00,Enrolled,124922
ENR003663,STU015316,SCH062,2023-07-07 00:00:00,Enrolled,158381
ENR003664,STU011650,SCH095,2023-01-23 00:00:00,Enrolled,130092
ENR003665,STU011220,SCH020,2022-09-11 00:00:00,Enrolled,185659
ENR003666,STU022892,SCH080,2023-07-22 00:00:00,Enrolled,136719
ENR003667,STU008240,SCH031,2024-06-21 00:00:00,Enrolled,184742
ENR003668,STU016935,SCH053,2025-07-26 00:00:00,Enrolled,67004
ENR003669,STU009893,SCH017,2024-05-21 00:00:00,Enrolled,219775
ENR003670,STU010683,SCH074,2022-11-14 00:00:00,Enrolled,111855
ENR003671,STU006471,SCH037,2021-04-01 00:00:00,Enrolled,147698
ENR003672,STU000710,SCH029,2021-12-17 00:00:00,Enrolled,81403
ENR003673,STU000086,SCH076,2021-10-11 00:00:00,Enrolled,178188
ENR003674,STU010179,SCH003,2023-06-07 00:00:00,Enrolled,90378
ENR003675,STU001800,SCH040,2021-10-13 00:00:00,Enrolled,187755
ENR003676,STU006008,SCH083,2021-12-04 00:00:00,Enrolled,240707
ENR003677,STU001153,SCH023,2023-02-01 00:00:00,Enrolled,138652
ENR003678,STU010601,SCH018,2022-08-07 00:00:00,Enrolled,188342
ENR003679,STU008979,SCH080,2025-03-02 00:00:00,Enrolled,227420
ENR003680,STU005430,SCH017,2024-10-16 00:00:00,Enrolled,148390
ENR003681,STU017227,SCH066,2023-11-10 00:00:00,Enrolled,61944
ENR003682,STU004850,SCH013,2024-01-10 00:00:00,Enrolled,70514
ENR003683,STU021625,SCH061,2022-06-06 00:00:00,Enrolled,122767
ENR003684,STU002498,SCH098,2021-06-15 00:00:00,Enrolled,216143
ENR003685,STU014511,SCH072,2024-01-25 00:00:00,Withdrawn,247785
ENR003686,STU020252,SCH099,2021-10-17 00:00:00,Enrolled,106154
ENR003687,STU022984,SCH064,2023-04-03 00:00:00,Enrolled,207674
ENR003688,STU019410,SCH017,2023-09-03 00:00:00,Enrolled,58591
ENR003689,STU024381,SCH004,2024-08-16 00:00:00,Enrolled,84236
ENR003690,STU014221,SCH062,2022-11-24 00:00:00,Enrolled,181235
ENR003691,STU022146,SCH037,2021-08-03 00:00:00,Enrolled,93481
ENR003692,STU009135,SCH047,2025-01-21 00:00:00,Enrolled,199833
ENR003693,STU018974,SCH052,2025-08-06 00:00:00,Enrolled,227253
ENR003694,STU005044,SCH097,2023-02-13 00:00:00,Withdrawn,154390
ENR003695,STU017827,SCH048,2024-10-01 00:00:00,Withdrawn,120608
ENR003696,STU012190,SCH080,2024-03-06 00:00:00,Withdrawn,158174
ENR003697,STU004250,SCH017,2024-01-23 00:00:00,Enrolled,45422
ENR003698,STU009155,SCH054,2026-02-27 00:00:00,Enrolled,193338
ENR003699,STU002135,SCH012,2022-01-14 00:00:00,Enrolled,163410
ENR003700,STU001917,SCH028,2022-01-10 00:00:00,Enrolled,192000
ENR003701,STU014572,SCH087,2025-03-24 00:00:00,Enrolled,168468
ENR003702,STU003730,SCH041,2025-01-08 00:00:00,Withdrawn,180473
ENR003703,STU016545,SCH026,2021-11-27 00:00:00,Enrolled,197640
ENR003704,STU021517,SCH093,2026-03-22 00:00:00,Enrolled,103607
ENR003705,STU011180,SCH088,2023-07-22 00:00:00,Enrolled,237510
ENR003706,STU019297,SCH090,2026-06-13 00:00:00,Enrolled,71597
ENR003707,STU010135,SCH009,2023-11-06 00:00:00,Enrolled,198204
ENR003708,STU011738,SCH021,2023-08-07 00:00:00,Enrolled,198416
ENR003709,STU004489,SCH094,2023-12-22 00:00:00,Enrolled,176228
ENR003710,STU024036,SCH057,2023-04-13 00:00:00,Enrolled,148184
ENR003711,STU015561,SCH046,2021-04-23 00:00:00,Enrolled,249718
ENR003712,STU000978,SCH042,2025-08-08 00:00:00,Enrolled,83079
ENR003713,STU022457,SCH019,2022-05-20 00:00:00,Enrolled,173730
ENR003714,STU006243,SCH023,2026-03-04 00:00:00,Enrolled,113019
ENR003715,STU016633,SCH051,2023-12-22 00:00:00,Enrolled,174578
ENR003716,STU022052,SCH077,2026-01-01 00:00:00,Enrolled,202238
ENR003717,STU004815,SCH019,2026-05-24 00:00:00,Enrolled,179543
ENR003718,STU020771,SCH017,2021-04-30 00:00:00,Enrolled,219150
ENR003719,STU009875,SCH018,2023-09-26 00:00:00,Withdrawn,121948
ENR003720,STU016339,SCH038,2025-10-06 00:00:00,Enrolled,122540
ENR003721,STU008620,SCH062,2025-12-03 00:00:00,Enrolled,183686
ENR003722,STU000369,SCH012,2023-03-07 00:00:00,Enrolled,227407
ENR003723,STU009993,SCH063,2024-04-18 00:00:00,Enrolled,198129
ENR003724,STU001547,SCH046,2024-12-24 00:00:00,Enrolled,80420
ENR003725,STU012824,SCH035,2023-04-26 00:00:00,Withdrawn,194387
ENR003726,STU016563,SCH064,2023-12-02 00:00:00,Enrolled,125441
ENR003727,STU020651,SCH049,2026-01-20 00:00:00,Enrolled,170820
ENR003728,STU006982,SCH072,2023-07-21 00:00:00,Enrolled,158664
ENR003729,STU007425,SCH025,2024-05-15 00:00:00,Enrolled,162111
ENR003730,STU024334,SCH083,2023-02-28 00:00:00,Enrolled,57064
ENR003731,STU010957,SCH093,2024-10-06 00:00:00,Enrolled,153075
ENR003732,STU013176,SCH092,2025-12-03 00:00:00,Enrolled,189171
ENR003733,STU018602,SCH006,2021-10-12 00:00:00,Enrolled,68451
ENR003734,STU020023,SCH087,2025-11-10 00:00:00,Enrolled,209404
ENR003735,STU009705,SCH046,2022-02-07 00:00:00,Enrolled,130497
ENR003736,STU021103,SCH029,2021-11-04 00:00:00,Enrolled,145289
ENR003737,STU011436,SCH045,2024-05-01 00:00:00,Enrolled,140494
ENR003738,STU016206,SCH097,2026-08-20 00:00:00,Enrolled,236100
ENR003739,STU015468,SCH063,2022-05-23 00:00:00,Withdrawn,88400
ENR003740,STU023095,SCH007,2023-05-07 00:00:00,Enrolled,201415
ENR003741,STU021972,SCH063,2022-08-18 00:00:00,Enrolled,195235
ENR003742,STU007086,SCH079,2025-08-11 00:00:00,Enrolled,103397
ENR003743,STU000653,SCH027,2026-04-03 00:00:00,Enrolled,186863
ENR003744,STU000430,SCH016,2023-12-13 00:00:00,Enrolled,182694
ENR003745,STU010820,SCH091,2024-02-20 00:00:00,Enrolled,199662
ENR003746,STU011557,SCH007,2024-09-11 00:00:00,Enrolled,157082
ENR003747,STU019647,SCH001,2024-08-08 00:00:00,Enrolled,175545
ENR003748,STU008090,SCH097,2023-12-17 00:00:00,Enrolled,108210
ENR003749,STU002689,SCH066,2024-06-11 00:00:00,Enrolled,226036
ENR003750,STU016145,SCH050,2022-01-20 00:00:00,Enrolled,222287
ENR003751,STU020232,SCH049,2026-05-25 00:00:00,Enrolled,213363
ENR003752,STU004700,SCH063,2022-08-05 00:00:00,Enrolled,114539
ENR003753,STU005446,SCH077,2023-01-12 00:00:00,Enrolled,152247
ENR003754,STU008954,SCH003,2021-09-04 00:00:00,Enrolled,132322
ENR003755,STU022787,SCH031,2024-08-06 00:00:00,Enrolled,83167
ENR003756,STU022545,SCH032,2024-02-12 00:00:00,Enrolled,61268
ENR003757,STU006456,SCH087,2024-02-25 00:00:00,Enrolled,60162
ENR003758,STU005645,SCH004,2022-03-26 00:00:00,Withdrawn,233398
ENR003759,STU014225,SCH009,2023-06-29 00:00:00,Enrolled,149725
ENR003760,STU004682,SCH065,2023-02-01 00:00:00,Enrolled,73447
ENR003761,STU008169,SCH037,2024-08-31 00:00:00,Enrolled,209290
ENR003762,STU016111,SCH006,2022-07-01 00:00:00,Enrolled,148644
ENR003763,STU018137,SCH077,2023-08-23 00:00:00,Enrolled,49762
ENR003764,STU007237,SCH052,2026-09-28 00:00:00,Enrolled,69715
ENR003765,STU010648,SCH010,2022-04-22 00:00:00,Enrolled,49331
ENR003766,STU010655,SCH049,2024-12-20 00:00:00,Enrolled,238157
ENR003767,STU008163,SCH063,2021-12-03 00:00:00,Withdrawn,142537
ENR003768,STU003897,SCH089,2024-05-18 00:00:00,Enrolled,239957
ENR003769,STU018874,SCH065,2022-09-22 00:00:00,Enrolled,153070
ENR003770,STU015683,SCH006,2021-06-09 00:00:00,Enrolled,134118
ENR003771,STU021013,SCH093,2022-09-17 00:00:00,Enrolled,151877
ENR003772,STU020814,SCH051,2024-12-13 00:00:00,Enrolled,198422
ENR003773,STU013793,SCH044,2024-03-26 00:00:00,Enrolled,105557
ENR003774,STU001069,SCH031,2022-08-29 00:00:00,Enrolled,51833
ENR003775,STU005866,SCH001,2024-12-19 00:00:00,Enrolled,79088
ENR003776,STU010525,SCH086,2022-08-02 00:00:00,Enrolled,130992
ENR003777,STU011439,SCH001,2021-11-12 00:00:00,Enrolled,132116
ENR003778,STU024360,SCH081,2024-01-07 00:00:00,Enrolled,128031
ENR003779,STU008835,SCH012,2022-10-15 00:00:00,Enrolled,148418
ENR003780,STU002376,SCH050,2023-04-14 00:00:00,Enrolled,163218
ENR003781,STU013638,SCH100,2023-12-11 00:00:00,Enrolled,103439
ENR003782,STU001346,SCH093,2026-09-15 00:00:00,Enrolled,172088
ENR003783,STU014822,SCH015,2023-02-18 00:00:00,Enrolled,202639
ENR003784,STU008757,SCH066,2021-10-02 00:00:00,Enrolled,244563
ENR003785,STU011853,SCH043,2022-12-02 00:00:00,Enrolled,78751
ENR003786,STU020729,SCH080,2021-09-09 00:00:00,Enrolled,129549
ENR003787,STU010078,SCH033,2024-09-06 00:00:00,Enrolled,226093
ENR003788,STU013673,SCH081,2023-05-11 00:00:00,Enrolled,173040
ENR003789,STU000797,SCH008,2025-03-23 00:00:00,Enrolled,218830
ENR003790,STU011670,SCH071,2022-11-21 00:00:00,Enrolled,221424
ENR003791,STU019588,SCH090,2023-02-12 00:00:00,Enrolled,53852
ENR003792,STU006079,SCH055,2021-10-11 00:00:00,Enrolled,84037
ENR003793,STU021670,SCH020,2025-02-14 00:00:00,Enrolled,177780
ENR003794,STU002439,SCH085,2025-09-19 00:00:00,Enrolled,104484
ENR003795,STU000701,SCH065,2022-12-13 00:00:00,Enrolled,60941
ENR003796,STU024509,SCH082,2021-07-29 00:00:00,Enrolled,217274
ENR003797,STU013365,SCH076,2023-11-19 00:00:00,Enrolled,226013
ENR003798,STU015830,SCH074,2026-07-15 00:00:00,Enrolled,61749
ENR003799,STU010807,SCH033,2021-04-20 00:00:00,Enrolled,225368
ENR003800,STU015405,SCH094,2023-03-26 00:00:00,Enrolled,236784
ENR003801,STU023950,SCH084,2023-11-12 00:00:00,Enrolled,216356
